normalized_formula,formation_energy_per_atom,mpid,e_above_hull,energy_per_atom
Li0.16666667 Fe0.33333333 O0.5,-1.8906849434027773,mp-1290617,0.0666685112500005,-6.2437705
Li0.3125 Fe0.1875 O0.5,-1.9418182255208327,mp-1177185,0.050106470156252136,-5.7367450465625
Li0.27272727 Fe0.18181818 O0.54545455,-1.761375731590909,mp-1305099,0.06593116038960911,-5.6407716818181814
Li0.5 Fe0.125 O0.375,-1.9724959778645825,mp-752680,0.049805571250003844,-5.2361190853125
Li0.14285714 Fe0.28571429 O0.57142857,-1.7859987388095238,mp-1178103,0.08045020614285914,-6.1237385685714285
Li0.14285714 Fe0.28571429 O0.57142857,-1.633068712380952,mp-1178108,0.34886062757143055,-5.855328147142857
Li0.2 Fe0.2 O0.6,-1.1825309910833333,mp-761189,0.4785552627000005,-5.592760251
Li0.25 Fe0.25 O0.5,-1.9931811054166664,mp-756527,0.17235489625000167,-5.933798373125
Li0.53333333 Fe0.06666667 O0.4,-1.8917843203888889,mp-763305,0.15283096391666717,-4.990562499
Li0.375 Fe0.125 O0.5,-1.8718491662500005,mp-849528,0.014767391874999092,-5.427565100625
Li0.44444444 Fe0.11111111 O0.44444444,-1.9345480621296305,mp-755232,0.07992451576389126,-5.3072869875
Li0.125 Fe0.375 O0.5,-1.8393185139583323,mp-1176726,0.7776841934374996,-5.63489768875
Li0.2 Fe0.26666667 O0.53333333,-1.9421509853333323,mp-756480,0.033933488533335776,-6.117969683333333
Li0.27272727 Fe0.18181818 O0.54545455,-1.7532063988636368,mp-753133,0.07410049311688116,-5.632602349090909
Li0.15 Fe0.25 O0.6,-1.58323725625,mp-755806,0.13941701977500198,-5.851049225500001
Li0.13636364 Fe0.31818182 O0.54545455,-1.8898257870454542,mp-752897,0.1073455842045492,-6.291136399090909
Li0.42857143 Fe0.14285714 O0.42857143,-2.015542209107142,mp-771894,0.08843180401785844,-5.472693924285714
Li0.26666667 Fe0.2 O0.53333333,-1.6035340624444445,mp-775127,0.2890284747857166,-5.524194481333334
Li0.40740741 Fe0.14814815 O0.44444444,-1.9463072732716047,mp-849463,0.12683423479166578,-5.460800798148148
Li0.07142857 Fe0.35714286 O0.57142857,-1.8178684719047615,mp-33551,0.13653479053571704,-6.428992172142857
Li0.5 Fe0.1 O0.4,-1.8419703480833334,mp-770923,0.2747870456250041,-5.06832766625
Li0.375 Fe0.125 O0.5,-1.8270882975000005,mp-1276702,0.05952826062499916,-5.382804231875
Li0.21428571 Fe0.21428571 O0.57142857,-1.7106500407142846,mp-758388,0.06784458675000415,-5.775005999999999
Li0.16666667 Fe0.33333333 O0.5,-1.9300080517361107,mp-1298536,0.02734540291666665,-6.283093608333334
Li0.5 Fe0.1 O0.4,-2.037011135833333,mp-780207,0.25526168487500467,-5.0878530269999995
Li0.5 Fe0.1 O0.4,-1.8703061913333336,mp-780192,0.24645120237500429,-5.0966635095
Li0.04761905 Fe0.38095238 O0.57142857,-1.8485786643650797,mp-758077,0.9373187710714221,-5.68742815047619
Li0.25 Fe0.25 O0.5,-1.952281552291666,mp-1222302,0.11973400937500145,-5.98641926
Li0.5 Fe0.1 O0.4,-1.8671514623333336,mp-770834,0.24960593137500364,-5.0935087805000006
Li0.27272727 Fe0.18181818 O0.54545455,-1.7569860115909095,mp-1286090,0.07032088038960804,-5.636381961818182
Li0.2 Fe0.2 O0.6,-1.5459324560833332,mp-760833,0.11515379770000056,-5.622375716
Li0.33333333 Fe0.16666667 O0.5,-1.9644358278472218,mp-1308212,0.0007919124999995475,-5.679625686666667
Li0.07142857 Fe0.35714286 O0.57142857,-1.309851851547618,mp-706252,0.6445514108928609,-5.920975551785714
Li0.42105263 Fe0.10526316 O0.47368421,-1.7438990137938593,mp-772983,0.17845633825657892,-5.162581441447369
Li0.34782609 Fe0.2173913 O0.43478261,-1.9134110406884068,mp-1638858,0.09835881478260688,-5.670346810869566
Li0.26666667 Fe0.23333333 O0.5,-1.9785015104027772,mp-1176945,0.5571212826666683,-5.463884852666666
Li0.14285714 Fe0.28571429 O0.57142857,-1.7735851202380946,mp-771135,0.05654839400000178,-6.147640380714286
Li0.21428571 Fe0.21428571 O0.57142857,-1.6344351057142847,mp-756816,0.14405952175000447,-5.698791065
Li0.33333333 Fe0.16666667 O0.5,-1.9652277403472216,mp-774155,0.0,-5.680417599166667
Li0.1875 Fe0.3125 O0.5,-1.9261421735937505,mp-586092,0.48405217874999984,-5.77531539703125
Li0.27272727 Fe0.18181818 O0.54545455,-1.762176253409091,mp-1177753,0.06513063857142676,-5.641572203636364
Li0.21428571 Fe0.21428571 O0.57142857,-1.6702920989285712,mp-1177704,0.3665553713928613,-5.476295215357142
Li0.17391304 Fe0.30434783 O0.52173913,-1.9564016096376804,mp-759241,0.050685514999989856,-6.249347536521738
Li0.1 Fe0.3 O0.6,-1.667768913916666,mp-753154,0.1164533843500033,-6.1269495925
Li0.47368421 Fe0.10526316 O0.42105263,-1.9671758268421058,mp-774501,0.10113086463815613,-5.262871801052632
Li0.07142857 Fe0.35714286 O0.57142857,-1.8076192997619043,mp-757153,0.1467839626785743,-6.418743
Li0.21428571 Fe0.25 O0.53571429,-1.8477682749553554,mp-762600,0.5339931621964311,-5.530843312857143
Li0.34782609 Fe0.2173913 O0.43478261,-1.9142850272101455,mp-1643829,0.09748482826086846,-5.671220797391305
Li0.27272727 Fe0.18181818 O0.54545455,-1.7714571873484843,mp-760809,0.05584970463203298,-5.650853137575758
Li0.3 Fe0.1 O0.6,-0.23273301074999964,mp-1211341,1.2865136081428572,-3.9264388519999995
Li0.16666667 Fe0.27777778 O0.55555556,-1.833449126805556,mp-752476,0.07868128852778078,-6.103721818333334
Li0.26086957 Fe0.2173913 O0.52173913,-1.9188141736956517,mp-780188,0.1990975729037281,-5.716014187826087
Li0.46153846 Fe0.07692308 O0.46153846,-1.822554453653847,mp-771897,0.08001364225961094,-5.104387297692308
Li0.21428571 Fe0.25 O0.53571429,-1.2196090345982131,mp-758888,0.7276346393392874,-5.3372018357142865
Li0.29411765 Fe0.23529412 O0.47058824,-1.967642153137254,mp-754802,0.07720377632352804,-5.8767672223529415
Li0.15 Fe0.25 O0.6,-1.1356882279999994,mp-759319,0.5869660480250021,-5.40350019725
Li0.125 Fe0.375 O0.5,-1.8588003027083335,mp-773525,0.041222098437499355,-6.37135978375
Li0.2 Fe0.2 O0.6,-1.5126831400833332,mp-752521,0.1388873267000017,-5.598642187
Li0.46666667 Fe0.10666667 O0.42666667,-2.0123102009777782,mp-850218,0.04307630324166922,-5.326496483466666
Li0.29166667 Fe0.20833333 O0.5,-2.002978595902778,mp-756862,0.015643055104162862,-5.877642379166667
Li0.42857143 Fe0.14285714 O0.42857143,-1.9917650162499991,mp-1663732,0.11220899687500108,-5.448916731428571
Li0.21428571 Fe0.21428571 O0.57142857,-1.7100810085714275,mp-1310623,0.06841361889286102,-5.7744369678571426
Li0.25 Fe0.25 O0.5,-2.070736529791666,mp-755709,0.0012790318750015572,-6.1048742375
Li0.2 Fe0.2 O0.6,-1.5210700795833325,mp-756941,0.14001617420000123,-5.5975133395
Li0.42857143 Fe0.11428571 O0.45714286,-1.7448622208571425,mp-766829,0.24038612394642822,-5.159424462571428
Li0.26666667 Fe0.23333333 O0.5,-1.4334951940694434,mp-756644,0.6171628033333345,-5.403843331999999
Li0.1 Fe0.3 O0.6,-1.6480216684166649,mp-758249,0.1362006298500038,-6.107202346999999
Li0.21428571 Fe0.21428571 O0.57142857,-1.707043789999999,mp-1314278,0.07145083746428949,-5.771399749285714
Li0.42857143 Fe0.14285714 O0.42857143,-1.967955116964285,mp-1666174,0.13601889616071539,-5.425106832142857
Li0.27272727 Fe0.18181818 O0.54545455,-1.7585812743181812,mp-1291978,0.06872561766233698,-5.6379772245454545
Li0.04761905 Fe0.38095238 O0.57142857,-1.8709268267460315,mp-997515,0.05156843773808717,-6.5731784838095235
Li0.2 Fe0.2 O0.6,-1.2942079250833323,mp-752790,0.36687832870000125,-5.370651185
Li0.14285714 Fe0.28571429 O0.57142857,-1.7861060559523807,mp-754803,0.08034288900000242,-6.123845885714286
Li0.4 Fe0.2 O0.4,-1.9796388121666666,mp-755094,0.0,-5.588733549
Li0.18181818 Fe0.27272727 O0.54545455,-1.700729615984848,mp-752883,0.6364931286818214,-5.532046371363636
Li0.51724138 Fe0.06896552 O0.4137931,-1.9506263805172421,mp-758099,0.06454380043103392,-5.090434053103449
Li0.22727273 Fe0.22727273 O0.54545455,-1.822752007651515,mp-759022,0.6940389265681812,-5.244558090227273
Li0.17647059 Fe0.29411765 O0.52941176,-1.9471536103676474,mp-770655,0.07643335749999913,-6.218873785588236
Li0.18181818 Fe0.27272727 O0.54545455,-1.8688618100757572,mp-762575,0.07233863186363809,-6.0962008681818185
Li0.14285714 Fe0.28571429 O0.57142857,-1.7977147620238096,mp-1178122,0.0687341829285737,-6.135454591785715
Li0.27272727 Fe0.18181818 O0.54545455,-1.7617207497727272,mp-752654,0.06558614220779102,-5.6411166999999995
Li0.27272727 Fe0.18181818 O0.54545455,-1.7599680479545454,mp-1279310,0.06733884402597301,-5.6393639981818175
Li0.2 Fe0.2 O0.6,-1.3546921040833333,mp-1185320,0.3063941497000009,-5.431135364
Li0.2 Fe0.26666667 O0.53333333,-1.8548986586666663,mp-753083,0.12118581520000227,-6.030717356666667
Li0.4 Fe0.2 O0.4,-1.9256742491666672,mp-754868,0.053964562999996524,-5.5347689860000004
Li0.14285714 Fe0.28571429 O0.57142857,-1.7874870248809518,mp-773043,0.0789619200714311,-6.1252268546428565
Li0.29166667 Fe0.20833333 O0.5,-1.9878343267361103,mp-1176882,0.030787324270829863,-5.86249811
Li0.4 Fe0.2 O0.4,-1.937920304166667,mp-1177943,0.0417185079999971,-5.547015041
Li0.14285714 Fe0.28571429 O0.57142857,-1.8370806630952379,mp-25386,0.029368281857144574,-6.174820492857143
Li0.375 Fe0.125 O0.5,-1.827047410625,mp-754360,0.05956914749999953,-5.382763345
Li0.47368421 Fe0.10526316 O0.42105263,-1.9615124115789475,mp-759144,0.3228035170065775,-5.0411991486842105
Li0.5 Fe0.1 O0.4,-2.1167573937083333,mp-19511,0.0,-5.343114711875
Li0.18181818 Fe0.27272727 O0.54545455,-1.8554454246212122,mp-1178060,0.08575501731818314,-6.0827844827272735
Li0.18181818 Fe0.27272727 O0.54545455,-1.8133669291666665,mp-758515,0.28301707640909335,-5.885522423636363
Li0.21052632 Fe0.26315789 O0.52631579,-1.9413169057456132,mp-752950,0.19751236450000142,-5.944759248947369
Li0.14285714 Fe0.28571429 O0.57142857,-1.7963078634523808,mp-1178106,0.07014108150000187,-6.134047693214286
Li0.07142857 Fe0.35714286 O0.57142857,-1.8913407924404757,mp-21735,0.06306247000000287,-6.5024644926785715
Li0.15625 Fe0.34375 O0.5,-1.9230809161979163,mp-766727,0.019939775078125166,-6.31603495390625
Li0.140625 Fe0.359375 O0.5,-1.8859692106249994,mp-772996,0.03555233558593773,-6.33872597
Li0.22727273 Fe0.22727273 O0.54545455,-1.7937470521969694,mp-771687,0.09148246043181807,-5.847114556363636
Li0.22727273 Fe0.22727273 O0.54545455,-1.818529920378787,mp-758794,0.4775523092954552,-5.4610447075
Li0.15 Fe0.25 O0.6,-1.5787150054999999,mp-758559,0.143939270525002,-5.846526974750001
Li0.35 Fe0.15 O0.5,-1.8511278529583337,mp-1176887,0.08265541449999958,-5.502528142
Li0.25 Fe0.25 O0.5,-1.997112409791666,mp-19419,0.0749031518750014,-6.0312501175
Li0.36363636 Fe0.18181818 O0.45454545,-2.0490833370833332,mp-760830,0.04326942096591235,-5.716048140454546
Li0.25 Fe0.25 O0.5,-2.031485526041666,mp-754977,0.3791582543750014,-5.726995015
Li0.42857143 Fe0.14285714 O0.42857143,-2.0203285769642854,mp-770885,0.08364543616071529,-5.477480292142857
Li0.2 Fe0.26666667 O0.53333333,-1.879797939333333,mp-758469,0.09628653453333502,-6.055616637333333
Li0.14285714 Fe0.28571429 O0.57142857,-1.754011387380952,mp-752935,0.427902684000002,-5.776286090714286
Li0.53333333 Fe0.06666667 O0.4,-2.0023527253888886,mp-756356,0.042262558916667636,-5.101130904
Li0.25 Fe0.25 O0.5,-2.0720155616666656,mp-757614,0.0,-6.106153269375
Li0.13333333 Fe0.2 O0.66666667,-0.7272788210555546,mp-763418,0.7008999089666714,-5.330378255333333
Li0.1 Fe0.3 O0.6,-1.193428846916666,mp-752527,0.5907934513500033,-5.6526095255
Li0.21428571 Fe0.21428571 O0.57142857,-1.6754111824999995,mp-756955,0.10308344496428923,-5.739767141785714
Li0.33333333 Fe0.16666667 O0.5,-1.9617144149305545,mp-756237,0.0035133254166668237,-5.67690427375
Li0.36363636 Fe0.15151515 O0.48484848,-1.8957214393939394,mp-760142,0.2678217969507566,-5.332630503333334
Li0.33333333 Fe0.16666667 O0.5,-1.7153935661805544,mp-849695,0.24983417416666764,-5.430583424999999
Li0.5 Fe0.1 O0.4,-2.027922298958333,mp-779889,0.08883509475000473,-5.2542796171249995
Li0.01785714 Fe0.41071429 O0.57142857,-1.824043617261905,mp-773010,0.05856664977679671,-6.640205220357143
Li0.15384615 Fe0.30769231 O0.53846154,-1.7335084678525645,mp-1120820,0.21975370884615675,-6.133754626153846
Li0.27272727 Fe0.18181818 O0.54545455,-1.7359864811363637,mp-755242,0.09132041084415388,-5.615382431363636
Li0.34782609 Fe0.2173913 O0.43478261,-1.9082225246014486,mp-764936,0.10354733086956536,-5.665158294782609
Li0.04761905 Fe0.38095238 O0.57142857,-1.8545814824603177,mp-1178121,0.06791378202380205,-6.55683313952381
Li0.34782609 Fe0.2173913 O0.43478261,-1.930341135036231,mp-753255,0.08142872043478366,-5.687276905217391
Li0.375 Fe0.125 O0.5,-1.8245504100000005,mp-1284094,0.06206614812499911,-5.380266344375
Li0.375 Fe0.125 O0.5,-1.830925373125,mp-760335,0.0556911849999997,-5.3866413075
Li0.34615385 Fe0.19230769 O0.46153846,-2.013340374038461,mp-764889,0.07588358456731026,-5.736793316538462
Li0.51219512 Fe0.09756098 O0.3902439,-2.0734685173170733,mp-769519,0.021195470701220742,-5.267693287560975
Li0.15625 Fe0.34375 O0.5,-1.900440279791666,mp-762692,0.042580411484375524,-6.2933943175
Li0.25 Fe0.17857143 O0.57142857,-1.590841429166667,mp-1176883,0.14239814641581638,-5.518505453214286
Li0.26666667 Fe0.2 O0.53333333,-1.8037615291111109,mp-771986,0.08880100811905045,-5.724421948
Li0.14285714 Fe0.28571429 O0.57142857,-1.790008372023809,mp-771571,0.665046628285717,-5.5391421464285715
Li0.21428571 Fe0.21428571 O0.57142857,-1.7155311757142846,mp-1273581,0.0629634517500044,-5.779887135
Li0.5 Fe0.07142857 O0.42857143,-1.9164450402976192,mp-752471,0.06717681562499678,-5.1002128849999995
Li0.125 Fe0.375 O0.5,-1.8136400277083329,mp-772508,0.08638237343749999,-6.32619950875
Li0.26086957 Fe0.2173913 O0.52173913,-1.74295777347826,mp-780305,0.21202320703416166,-5.703088553695652
Li0.5 Fe0.1 O0.4,-1.8300756918333334,mp-779333,0.2866817018750041,-5.05643301
Li0.47058824 Fe0.11764706 O0.41176471,-2.016299018946078,mp-779474,0.08860661937500236,-5.344277334558823
Li0.16666667 Fe0.33333333 O0.5,-1.8632592484027768,mp-756381,0.0940942062500012,-6.216344804999999
Li0.36363636 Fe0.18181818 O0.45454545,-1.9935038282196968,mp-770893,0.08365055642045771,-5.675667005
Li0.12903226 Fe0.29032258 O0.58064516,-1.7273774027150537,mp-771396,0.11254681750000106,-6.10429169983871
Li0.34782609 Fe0.2173913 O0.43478261,-1.9152771569927525,mp-1643420,0.09649269847826147,-5.672212927173913
Li0.42857143 Fe0.14285714 O0.42857143,-2.041656869107143,mp-770886,0.36069001401785794,-5.200435714285715
Li0.38888889 Fe0.16666667 O0.44444444,-1.994581751759259,mp-771124,0.10229038326389439,-5.579952576388889
Li0.4516129 Fe0.12903226 O0.41935484,-2.010803615954301,mp-781016,0.09729406832661791,-5.393505525645161
Li0.375 Fe0.125 O0.5,-1.8307598431250005,mp-764163,0.05585671499999911,-5.3864757775
Li0.48148148 Fe0.07407407 O0.44444444,-1.8686768641358025,mp-753008,0.07591910733796325,-5.09966119
Li0.125 Fe0.375 O0.5,-1.838876796458333,mp-1101736,0.061145604687499855,-6.3514362775
Li0.3125 Fe0.1875 O0.5,-1.9385305008333331,mp-780216,0.48281877703125176,-5.3040327396875
Li0.33333333 Fe0.16666667 O0.5,-1.8983464370138883,mp-759394,0.06688130333333309,-5.613536295833334
Li0.16666667 Fe0.33333333 O0.5,-1.914414756736111,mp-1314324,0.042938697916667046,-6.267500313333334
Li0.375 Fe0.125 O0.5,-1.8148307993750006,mp-1279318,0.07178575874999904,-5.37054673375
Li0.66666667 Sb0.33333333,-0.5659938400000001,mp-9563,0.0003694433333336633,-3.2149422705555555
Li0.75 Sb0.25,-0.6289041562500004,mp-7955,0.008254537500000048,-3.0928461925
Li0.75 Sb0.25,-0.6371586937500004,mp-2074,0.0,-3.10110073
Li0.25 Sb0.75,-0.04753394291666657,mp-1185416,0.16485228833333343,-3.621514345
Li0.72972973 Sb0.27027027,-0.6094986567567571,mp-676024,0.01043953175675627,-3.1184422483783787
Li0.11111111 O0.88888889,-0.39798685185185195,mp-1235877,0.007561376666666675,-4.8785120299999996
Li0.11111111 O0.88888889,-0.40554822851851846,mp-1235059,0.0,-4.886073406666666
Li0.33333333 O0.66666667,-0.5446874530555554,mp-1094129,0.5724235085714282,-4.0114387166666665
Li0.11111111 O0.88888889,-0.40010154962962946,mp-1235796,0.005446678888889167,-4.880626727777777
Li0.33333333 O0.66666667,-1.0328934080555552,mp-1018789,0.08421755357142846,-4.870518005
Li0.66666667 O0.33333333,-2.066696434861111,mp-1960,0.0,-4.754533493333333
Li0.33333333 O0.66666667,-0.8193141813888888,mp-1094135,0.2977967802380954,-4.286065445
Li0.33333333 O0.66666667,-0.4499522163888887,mp-1097725,0.6671587452380949,-3.9167034800000002
Li0.66666667 O0.33333333,-1.89070322368464,mp-1245092,0.17599321117647015,-4.578540282156863
Li0.25 O0.75,-0.6248545876041662,mp-1001790,0.22542034910714293,-4.8130519025
Li0.66666667 O0.33333333,-1.914586572214052,mp-1245224,0.15210986264705806,-4.602423630686275
Li0.5 O0.5,-1.650783011458333,mp-841,0.0,-4.8461121725
Li0.66666667 O0.33333333,-1.9024247819199342,mp-1245009,0.16427165294117607,-4.590261840392157
Li0.5 O0.5,-1.3687861089583335,mp-1180619,0.28199690249999954,-4.44608027
Li0.66666667 O0.33333333,-1.981898524027778,mp-755894,0.08479791083333321,-4.6697355825
Li0.5 O0.5,-1.5080587827083334,mp-558312,0.14272422874999968,-4.70338794375
Li0.11111111 O0.88888889,-0.389152560740741,mp-1235708,0.016395667777777234,-4.869677738888889
Li0.66666667 O0.33333333,-1.9057473419199342,mp-1245303,0.1609490929411761,-4.593584400392157
Li0.5 O0.5,-1.3896088089583327,mp-1097030,0.26117420250000034,-4.46690297
O1,0.012106898749999928,mp-610917,0.012106898749999928,-4.93584857
O1,0.18576941500000022,mp-1091399,0.18576941500000022,-4.76218605375
O1,1.57069185375,mp-1058623,1.57069185375,-3.377263615
O1,0.48464514774999967,mp-1180064,0.4846451477500002,-4.463310321
O1,0.9644229670833339,mp-1023923,0.9644229670833337,-3.9835325016666663
O1,0.9577038854166672,mp-1102442,0.7395641620833331,-4.208391306666667
O1,0.41129592958333383,mp-560602,0.41129592958333383,-4.536659539166666
O1,0.029970823750000264,mp-1180036,0.029970823750000264,-4.917984645
O1,0.20207613624999965,mp-1087546,0.20207613624999965,-4.7458793325
O1,0.0,mp-12957,0.0,-4.94795546875
O1,0.0017120537500003863,mp-1009490,0.0017120537500003863,-4.946243415
O1,0.1235921087499996,mp-607540,0.1235921087499996,-4.82436336
O1,1.5598552587499999,mp-1056059,1.5598552587499999,-3.38810021
O1,0.1257160487500002,mp-1066100,0.1257160487500002,-4.82223942
O1,1.31207753875,mp-1056831,1.31207753875,-3.63587793
O1,0.41984824458333375,mp-1180008,0.41984824458333314,-4.528107224166667
O1,0.76903036625,mp-1180050,0.76903036625,-4.1789251025
O1,0.009971443749999587,mp-611836,0.009971443749999587,-4.937984025
O1,1.88190594375,mp-1057818,1.88190594375,-3.066049525
O1,1.60081070875,mp-1065697,1.60081070875,-3.34714476
Fe0.57142857 Sb0.42857143,0.4367923178571433,mp-1225139,0.450045101785709,-6.172377241428571
Fe0.5 Sb0.5,0.09195291250000004,mp-2619,0.10741449375000034,-6.2071954
Fe0.33333333 Sb0.66666667,-0.015475435000000223,mp-20714,0.0051400066666662525,-5.591240838333333
Fe0.33333333 Sb0.66666667,0.2235724749999998,mp-1072181,0.24418791666666628,-5.352192928333333
Fe0.75 Sb0.25,0.0890053850000001,mp-1184324,0.08202130062499968,-7.30993216625
Fe0.25 Sb0.75,-0.023192371875000006,mp-971669,0.0,-5.237266320625
Fe0.14285714 Sb0.28571429 O0.57142857,-1.5005467174999996,mp-559626,0.27868794642857164,-5.925826443928571
Fe0.14285714 Sb0.28571429 O0.57142857,-1.7792346639285717,mp-22265,0.0,-6.204514390357143
Fe0.16666667 Sb0.16666667 O0.66666667,-1.9242194683333338,mp-674490,0.0,-6.398879218333334
Fe0.14285714 Sb0.28571429 O0.57142857,-1.669273031428572,mp-601882,0.09555667500000009,-6.108957715357143
Fe0.16666667 Sb0.16666667 O0.66666667,-1.8956517391666676,mp-1178209,0.028567729166668165,-6.370311489166667
Fe0.05882353 Sb0.23529412 O0.70588235,-1.5570265920588242,mp-754951,0.20850099025734892,-5.862925474705882
Fe0.11111111 Sb0.22222222 O0.66666667,-1.9328097305555554,mp-505009,0.0,-6.3181751775
Fe0.16666667 Sb0.16666667 O0.66666667,-1.9241065808333342,mp-761281,0.00011288750000115755,-6.398766330833333
Fe1,0.054267864999999915,mp-1271693,0.054267864999999915,-8.415029175
Fe1,0.09714967500000071,mp-136,0.09714967500000071,-8.372147365
Fe1,0.0666849100000011,mp-1271562,0.0666849100000011,-8.40261213
Fe1,0.27427886360000114,mp-1245108,0.2742788636000011,-8.1950181764
Fe1,0.4760783800000006,mp-1096950,0.4760783800000006,-7.99321866
Fe1,0.17969268357142962,mp-1194030,0.49827181142857224,-7.9710252285714285
Fe1,0.760687990000001,mp-568345,0.760687990000001,-7.70860905
Fe1,0.09841043000000127,mp-1271295,0.09841043000000127,-8.37088661
Fe1,0.0,mp-13,0.0,-8.46929704
Fe1,0.15368746000000044,mp-150,0.15368746000000044,-8.31560958
Li1,0.002524183333333374,mp-10173,0.002524183333333374,-1.90639867
Li1,0.0,mp-1018134,0.0,-1.9089228533333333
Li1,0.010352237083333327,mp-567337,0.010352237083333327,-1.89857061625
Li1,0.018577520000000014,mp-1063005,0.018577520000000014,-1.8903453333333333
Li1,0.0027975258333332587,mp-976411,0.0027975258333332587,-1.9061253275
Li1,0.005126893333333271,mp-135,0.005126893333333271,-1.90379596
Li1,0.2617987308333334,mp-604313,0.2617987308333334,-1.6471241225
Li1,0.002892693333333307,mp-51,0.002892693333333307,-1.90603016
Li0.75 Fe0.25,0.41963877000000016,mp-1185215,0.41963877000000016,-3.12937763
